county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
San Luis Obispo County,2020-05-19,155,0,14,14,0
San Mateo County,2020-05-19,161,161,0,0,0
Santa Barbara County,2020-05-19,142,118,0,0,0
Santa Clara County,2020-05-19,689,416,105,105,0
Santa Cruz County,2020-05-19,118,70,35,0,5
Shasta County,2020-05-19,29,20,0,0,0
Sierra County,2020-05-19,0,0,0,0,0
Siskiyou County,2020-05-19,0,0,6,6,0
Solano County,2020-05-19,238,25,0,0,0
Sonoma County,2020-05-19,157,52,0,0,0
Stanislaus County,2020-05-19,121,85,0,0,0
Sutter County,2020-05-19,19,19,5,5,0
Tehama County,2020-05-19,0,0,5,5,0
Trinity County,2020-05-19,10,0,0,0,0
Tulare County,2020-05-19,113,29,0,0,0
Tuolumne County,2020-05-19,50,8,0,0,0
Ventura County,2020-05-19,388,319,0,0,0
Yolo County,2020-05-19,246,232,0,0,0
Yuba County,2020-05-19,37,20,5,5,0
Wilton Rancheria Tribe,2020-05-19,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-19,0,0,5,5,0
Alameda County,2020-05-20,533,357,91,91,0
Alpine County,2020-05-20,0,0,0,0,0
Amador County,2020-05-20,0,0,0,0,0
Butte County,2020-05-20,118,118,0,0,0
Calaveras County,2020-05-20,73,23,0,0,0
Colusa County,2020-05-20,0,0,0,0,0
Contra Costa County,2020-05-20,574,335,0,0,0
Del Norte County,2020-05-20,20,6,0,0,0
El Dorado County,2020-05-20,26,15,0,0,0
Fresno County,2020-05-20,305,250,28,28,0
Glenn County,2020-05-20,1,1,0,0,0
Humboldt County,2020-05-20,74,51,15,7,0
Imperial County,2020-05-20,132,132,37,10,0
Inyo County,2020-05-20,10,1,0,0,0
Kern County,2020-05-20,1,1,15,15,0
Kings County,2020-05-20,41,39,0,0,0
Lake County,2020-05-20,15,9,0,0,0
Lassen County,2020-05-20,4,4,0,0,0
Los Angeles County,2020-05-20,4233,2352,651,651,0
Madera County ,2020-05-20,24,21,0,0,0
Marin County ,2020-05-20,191,112,44,7,0
Mariposa County,2020-05-20,44,16,0,0,0
Mendocino County,2020-05-20,187,148,0,0,0
Merced County,2020-05-20,112,74,0,0,0
Modoc County,2020-05-20,5,1,0,0,0
Mono County,2020-05-20,5,1,0,0,0
Monterey County,2020-05-20,142,28,108,15,8
Napa County ,2020-05-20,97,53,18,12,0
Nevada County ,2020-05-20,70,10,0,0,0
Orange County,2020-05-20,666,315,78,78,0
Placer County,2020-05-20,73,40,12,12,0
Plumas County,2020-05-20,10,10,0,0,0
Riverside County,2020-05-20,316,316,15,15,0
Sacramento County,2020-05-20,423,338,63,63,0
San Benito County,2020-05-20,67,56,3,3,0
San Bernardino County,2020-05-20,50,37,20,0,20
San Diego County,2020-05-20,1674,295,44,44,0
San Francisco,2020-05-20,2678,999,91,91,0
San Joaquin County,2020-05-20,76,42,8,8,0
San Luis Obispo County,2020-05-20,155,0,14,14,0
San Mateo County,2020-05-20,162,162,0,0,0
Santa Barbara County,2020-05-20,143,119,0,0,0
Santa Clara County,2020-05-20,689,433,105,105,0
Santa Cruz County,2020-05-20,118,71,35,0,5
Shasta County,2020-05-20,29,20,0,0,0
Sierra County,2020-05-20,0,0,0,0,0
Siskiyou County,2020-05-20,0,0,6,6,0
Solano County,2020-05-20,238,29,0,0,0
Sonoma County,2020-05-20,157,52,0,0,0
Stanislaus County,2020-05-20,121,90,0,0,0
Sutter County,2020-05-20,19,19,5,5,0
Tehama County,2020-05-20,0,0,5,5,0
Trinity County,2020-05-20,10,0,0,0,0
Tulare County,2020-05-20,113,29,0,0,0
Tuolumne County,2020-05-20,50,8,0,0,0
Ventura County,2020-05-20,388,320,0,0,0
Yolo County,2020-05-20,246,232,0,0,0
Yuba County,2020-05-20,33,20,5,5,0
Wilton Rancheria Tribe,2020-05-20,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-20,0,0,5,5,0
Alameda County,2020-05-21,533,412,91,91,0
Alpine County,2020-05-21,0,0,0,0,0
Amador County,2020-05-21,0,0,0,0,0
Butte County,2020-05-21,118,118,0,0,0
Calaveras County,2020-05-21,73,23,0,0,0
Colusa County,2020-05-21,0,0,0,0,0
Contra Costa County,2020-05-21,568,350,0,0,0
Del Norte County,2020-05-21,20,6,0,0,0
El Dorado County,2020-05-21,26,14,0,0,0
Fresno County,2020-05-21,305,250,28,28,0
Glenn County,2020-05-21,1,1,0,0,0
Humboldt County,2020-05-21,74,49,15,7,0
Imperial County,2020-05-21,132,132,37,10,0
Inyo County,2020-05-21,10,1,0,0,0
Kern County,2020-05-21,1,1,15,15,0
Kings County,2020-05-21,41,36,0,0,0
Lake County,2020-05-21,15,9,0,0,0
Lassen County,2020-05-21,4,4,0,0,0
Los Angeles County,2020-05-21,4233,2463,651,651,0
Madera County ,2020-05-21,24,21,0,0,0
Marin County ,2020-05-21,191,111,44,7,0
Mariposa County,2020-05-21,44,15,0,0,0
Mendocino County,2020-05-21,189,150,0,0,0
Merced County,2020-05-21,112,74,0,0,0
Modoc County,2020-05-21,5,1,0,0,0
Mono County,2020-05-21,5,1,0,0,0
Monterey County,2020-05-21,142,98,108,15,8
Napa County ,2020-05-21,97,50,18,12,0
Nevada County ,2020-05-21,70,10,0,0,0
Orange County,2020-05-21,666,340,78,78,0
Placer County,2020-05-21,73,40,12,12,0
Plumas County,2020-05-21,10,10,0,0,0
Riverside County,2020-05-21,314,314,15,15,0
Sacramento County,2020-05-21,423,355,63,63,0
San Benito County,2020-05-21,67,51,3,3,0
San Bernardino County,2020-05-21,50,37,20,0,20
San Diego County,2020-05-21,1617,288,44,44,0
San Francisco,2020-05-21,2678,1011,91,91,0
San Joaquin County,2020-05-21,76,44,8,8,0
San Luis Obispo County,2020-05-21,155,0,14,14,0
San Mateo County,2020-05-21,163,163,0,0,0
Santa Barbara County,2020-05-21,144,119,0,0,0
Santa Clara County,2020-05-21,689,433,105,105,0
Santa Cruz County,2020-05-21,118,77,35,0,5
Shasta County,2020-05-21,30,25,0,0,0
Sierra County,2020-05-21,0,0,0,0,0
Siskiyou County,2020-05-21,0,0,6,6,0
Solano County,2020-05-21,238,36,0,0,0
Sonoma County,2020-05-21,157,82,0,0,0
Stanislaus County,2020-05-21,121,93,0,0,0
Sutter County,2020-05-21,19,19,5,5,0
Tehama County,2020-05-21,0,0,5,5,0
Trinity County,2020-05-21,10,0,0,0,0
Tulare County,2020-05-21,113,36,0,0,0
Tuolumne County,2020-05-21,50,8,0,0,0
Ventura County,2020-05-21,388,326,0,0,0
Yolo County,2020-05-21,246,230,0,0,0
Yuba County,2020-05-21,33,20,5,5,0
Wilton Rancheria Tribe,2020-05-21,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-21,0,0,5,5,0
Alameda County,2020-05-22,533,412,91,91,0
Alpine County,2020-05-22,0,0,0,0,0
Amador County,2020-05-22,0,0,0,0,0
Butte County,2020-05-22,111,111,0,0,0
Calaveras County,2020-05-22,73,23,0,0,0
Colusa County,2020-05-22,0,0,0,0,0
Contra Costa County,2020-05-22,568,361,0,0,0
Del Norte County,2020-05-22,20,6,0,0,0
El Dorado County,2020-05-22,26,13,0,0,0
Fresno County,2020-05-22,305,250,28,28,0
Glenn County,2020-05-22,1,1,0,0,0
Humboldt County,2020-05-22,74,51,15,7,0
Imperial County,2020-05-22,132,132,37,10,0
Inyo County,2020-05-22,10,1,0,0,0
Kern County,2020-05-22,1,1,15,15,0
Kings County,2020-05-22,41,39,0,0,0
Lake County,2020-05-22,15,9,0,0,0
Lassen County,2020-05-22,4,4,0,0,0
Los Angeles County,2020-05-22,4233,2554,651,651,0
Madera County ,2020-05-22,17,17,0,0,0
Marin County ,2020-05-22,191,115,44,7,0
Mariposa County,2020-05-22,44,15,0,0,0
Mendocino County,2020-05-22,189,150,0,0,0
Merced County,2020-05-22,112,74,0,0,0
Modoc County,2020-05-22,5,1,0,0,0
Mono County,2020-05-22,5,1,0,0,0
Monterey County,2020-05-22,142,98,108,15,8
Napa County ,2020-05-22,97,50,18,12,0
Nevada County ,2020-05-22,70,10,0,0,0
Orange County,2020-05-22,666,356,78,78,0
Placer County,2020-05-22,73,40,12,12,0
Plumas County,2020-05-22,10,10,0,0,0
Riverside County,2020-05-22,330,330,15,15,0
Sacramento County,2020-05-22,423,355,63,63,0
San Benito County,2020-05-22,67,39,3,3,0
San Bernardino County,2020-05-22,50,37,20,0,20
San Diego County,2020-05-22,1617,277,44,44,0
San Francisco,2020-05-22,2678,1035,91,91,0
San Joaquin County,2020-05-22,76,49,8,8,0
San Luis Obispo County,2020-05-22,155,0,14,14,0
San Mateo County,2020-05-22,163,163,0,0,0
Santa Barbara County,2020-05-22,143,120,0,0,0
Santa Clara County,2020-05-22,689,435,105,105,0
Santa Cruz County,2020-05-22,118,83,35,0,5
Shasta County,2020-05-22,30,25,0,0,0
Sierra County,2020-05-22,0,0,0,0,0
Siskiyou County,2020-05-22,0,0,6,6,0
Solano County,2020-05-22,238,37,0,0,0
Sonoma County,2020-05-22,157,82,0,0,0
Stanislaus County,2020-05-22,121,93,0,0,0
Sutter County,2020-05-22,19,19,5,5,0
Tehama County,2020-05-22,0,0,5,5,0
Trinity County,2020-05-22,10,0,0,0,0
Tulare County,2020-05-22,113,44,0,0,0
Tuolumne County,2020-05-22,50,8,0,0,0
Ventura County,2020-05-22,388,328,0,0,0
Yolo County,2020-05-22,245,227,0,0,0
Yuba County,2020-05-22,31,18,5,5,0
Wilton Rancheria Tribe,2020-05-22,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-22,0,0,5,5,0
Alameda County,2020-05-23,533,432,91,91,0
Alpine County,2020-05-23,0,0,0,0,0
Amador County,2020-05-23,0,0,0,0,0
Butte County,2020-05-23,111,111,0,0,0
Calaveras County,2020-05-23,73,23,0,0,0
Colusa County,2020-05-23,0,0,0,0,0
Contra Costa County,2020-05-23,568,369,0,0,0
Del Norte County,2020-05-23,20,9,0,0,0
El Dorado County,2020-05-23,26,13,0,0,0
Fresno County,2020-05-23,305,250,28,28,0
Glenn County,2020-05-23,1,1,0,0,0
Humboldt County,2020-05-23,74,51,15,7,0
Imperial County,2020-05-23,132,132,37,10,0
Inyo County,2020-05-23,10,1,0,0,0
Kern County,2020-05-23,1,1,15,15,0
Kings County,2020-05-23,41,39,0,0,0
Lake County,2020-05-23,15,9,0,0,0
Lassen County,2020-05-23,4,4,0,0,0
Los Angeles County,2020-05-23,4233,2712,651,651,0
Madera County ,2020-05-23,17,17,0,0,0
Marin County ,2020-05-23,191,115,44,7,0
Mariposa County,2020-05-23,44,15,0,0,0
Mendocino County,2020-05-23,189,150,0,0,0
Merced County,2020-05-23,112,74,0,0,0
Modoc County,2020-05-23,5,1,0,0,0
Mono County,2020-05-23,5,1,0,0,0
Monterey County,2020-05-23,142,98,108,15,8
Napa County ,2020-05-23,97,50,18,12,0
Nevada County ,2020-05-23,70,10,0,0,0
Orange County,2020-05-23,666,356,78,78,0
Placer County,2020-05-23,73,44,12,12,0
Plumas County,2020-05-23,10,10,0,0,0
Riverside County,2020-05-23,330,330,15,15,0
Sacramento County,2020-05-23,423,385,63,63,0
San Benito County,2020-05-23,67,39,3,3,0
San Bernardino County,2020-05-23,50,37,20,0,20
San Diego County,2020-05-23,1617,279,44,44,0
San Francisco,2020-05-23,2678,1046,91,91,0
San Joaquin County,2020-05-23,76,50,8,8,0
San Luis Obispo County,2020-05-23,155,0,14,14,0
San Mateo County,2020-05-23,163,163,0,0,0
Santa Barbara County,2020-05-23,146,123,0,0,0
Santa Clara County,2020-05-23,689,439,105,105,0
Santa Cruz County,2020-05-23,118,89,35,0,5
Shasta County,2020-05-23,30,25,0,0,0
Sierra County,2020-05-23,0,0,0,0,0
Siskiyou County,2020-05-23,0,0,6,6,0
Solano County,2020-05-23,238,37,0,0,0
Sonoma County,2020-05-23,157,82,0,0,0
Stanislaus County,2020-05-23,121,97,0,0,0
Sutter County,2020-05-23,19,19,5,5,0
Tehama County,2020-05-23,0,0,5,5,0
Trinity County,2020-05-23,10,0,0,0,0
Tulare County,2020-05-23,113,44,0,0,0
Tuolumne County,2020-05-23,50,8,0,0,0
Ventura County,2020-05-23,388,328,0,0,0
Yolo County,2020-05-23,245,227,0,0,0
Yuba County,2020-05-23,33,18,5,5,0
Wilton Rancheria Tribe,2020-05-23,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-23,0,0,5,5,0
Alameda County,2020-05-24,533,432,91,91,0
Alpine County,2020-05-24,0,0,0,0,0
Amador County,2020-05-24,0,0,0,0,0
Butte County,2020-05-24,111,111,0,0,0
Calaveras County,2020-05-24,73,23,0,0,0
Colusa County,2020-05-24,0,0,0,0,0
Contra Costa County,2020-05-24,568,368,0,0,0
Del Norte County,2020-05-24,20,9,0,0,0
El Dorado County,2020-05-24,26,13,0,0,0
Fresno County,2020-05-24,305,250,28,28,0
Glenn County,2020-05-24,1,1,0,0,0
Humboldt County,2020-05-24,74,51,15,7,0
Imperial County,2020-05-24,132,132,37,10,0
Inyo County,2020-05-24,10,1,0,0,0
Kern County,2020-05-24,1,1,15,15,0
Kings County,2020-05-24,41,39,0,0,0
Lake County,2020-05-24,15,9,0,0,0
Lassen County,2020-05-24,4,4,0,0,0
Los Angeles County,2020-05-24,4233,2777,651,651,0
Madera County ,2020-05-24,17,17,0,0,0
Marin County ,2020-05-24,191,115,44,7,0
Mariposa County,2020-05-24,44,15,0,0,0
Mendocino County,2020-05-24,189,150,0,0,0
Merced County,2020-05-24,112,74,0,0,0
Modoc County,2020-05-24,5,0,0,0,0
Mono County,2020-05-24,5,0,0,0,0
Monterey County,2020-05-24,142,98,108,15,8
Napa County ,2020-05-24,97,50,18,12,0
Nevada County ,2020-05-24,70,10,0,0,0
Orange County,2020-05-24,666,356,78,78,0
Placer County,2020-05-24,73,44,12,12,0
Plumas County,2020-05-24,10,10,0,0,0
Riverside County,2020-05-24,330,330,15,15,0
Sacramento County,2020-05-24,423,385,63,63,0
San Benito County,2020-05-24,67,45,3,3,0
San Bernardino County,2020-05-24,50,37,20,0,20
San Diego County,2020-05-24,1617,284,44,44,0
San Francisco,2020-05-24,2678,1047,91,91,0
San Joaquin County,2020-05-24,76,49,8,8,0
San Luis Obispo County,2020-05-24,155,0,14,14,0
San Mateo County,2020-05-24,163,163,0,0,0
Santa Barbara County,2020-05-24,146,123,0,0,0
Santa Clara County,2020-05-24,689,439,105,105,0
Santa Cruz County,2020-05-24,118,93,35,0,5
Shasta County,2020-05-24,30,25,0,0,0
Sierra County,2020-05-24,0,0,0,0,0
Siskiyou County,2020-05-24,0,0,6,6,0
Solano County,2020-05-24,238,37,0,0,0
Sonoma County,2020-05-24,157,82,0,0,0
Stanislaus County,2020-05-24,121,97,0,0,0
Sutter County,2020-05-24,19,19,5,5,0
Tehama County,2020-05-24,0,0,5,5,0
Trinity County,2020-05-24,10,0,0,0,0
Tulare County,2020-05-24,113,43,0,0,0
Tuolumne County,2020-05-24,50,8,0,0,0
Ventura County,2020-05-24,388,328,0,0,0
Yolo County,2020-05-24,245,227,0,0,0
Yuba County,2020-05-24,33,18,5,5,0
Wilton Rancheria Tribe,2020-05-24,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-24,0,0,5,5,0
Alameda County,2020-05-25,533,432,91,91,0
Alpine County,2020-05-25,0,0,0,0,0
Amador County,2020-05-25,0,0,0,0,0
Butte County,2020-05-25,111,111,0,0,0
Calaveras County,2020-05-25,73,23,0,0,0
Colusa County,2020-05-25,0,0,0,0,0
Contra Costa County,2020-05-25,568,368,0,0,0
Del Norte County,2020-05-25,20,9,0,0,0
El Dorado County,2020-05-25,26,13,0,0,0
Fresno County,2020-05-25,305,250,28,28,0
Glenn County,2020-05-25,1,1,0,0,0
Humboldt County,2020-05-25,74,51,15,7,0
Imperial County,2020-05-25,132,132,37,10,0
Inyo County,2020-05-25,10,1,0,0,0
Kern County,2020-05-25,1,1,15,15,0
Kings County,2020-05-25,41,39,0,0,0
Lake County,2020-05-25,15,9,0,0,0
Lassen County,2020-05-25,4,4,0,0,0
Los Angeles County,2020-05-25,4233,2808,651,651,0
Madera County ,2020-05-25,17,17,0,0,0
Marin County ,2020-05-25,191,115,44,7,0
Mariposa County,2020-05-25,44,15,0,0,0
Mendocino County,2020-05-25,189,150,0,0,0
Merced County,2020-05-25,112,74,0,0,0
Modoc County,2020-05-25,5,0,0,0,0
Mono County,2020-05-25,5,0,0,0,0
Monterey County,2020-05-25,142,98,108,15,8
Napa County ,2020-05-25,97,50,18,12,0
Nevada County ,2020-05-25,70,10,0,0,0
Orange County,2020-05-25,666,356,78,78,0
Placer County,2020-05-25,73,44,12,12,0
Plumas County,2020-05-25,10,10,0,0,0
Riverside County,2020-05-25,330,330,15,15,0
Sacramento County,2020-05-25,423,385,63,63,0
San Benito County,2020-05-25,67,45,3,3,0
San Bernardino County,2020-05-25,50,37,20,0,20
San Diego County,2020-05-25,1617,287,44,44,0
San Francisco,2020-05-25,2678,1074,91,91,0
San Joaquin County,2020-05-25,76,49,8,8,0
San Luis Obispo County,2020-05-25,155,0,14,14,0
San Mateo County,2020-05-25,163,163,0,0,0
Santa Barbara County,2020-05-25,146,123,0,0,0
Santa Clara County,2020-05-25,689,439,105,105,0
Santa Cruz County,2020-05-25,118,93,35,0,5
Shasta County,2020-05-25,30,25,0,0,0
Sierra County,2020-05-25,0,0,0,0,0
Siskiyou County,2020-05-25,0,0,6,6,0
Solano County,2020-05-25,238,37,0,0,0
Sonoma County,2020-05-25,157,82,0,0,0
Stanislaus County,2020-05-25,121,97,0,0,0
Sutter County,2020-05-25,19,19,5,5,0
Tehama County,2020-05-25,0,0,5,5,0
Trinity County,2020-05-25,10,0,0,0,0
Tulare County,2020-05-25,113,43,0,0,0
Tuolumne County,2020-05-25,50,8,0,0,0
Ventura County,2020-05-25,388,328,0,0,0
Yolo County,2020-05-25,245,227,0,0,0
Yuba County,2020-05-25,33,18,5,5,0
Wilton Rancheria Tribe,2020-05-25,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-25,0,0,5,5,0
Alameda County,2020-05-26,533,436,91,91,0
Alpine County,2020-05-26,0,0,0,0,0
Amador County,2020-05-26,0,0,0,0,0
Butte County,2020-05-26,114,114,0,0,0
Calaveras County,2020-05-26,73,23,0,0,0
Colusa County,2020-05-26,0,0,0,0,0
Contra Costa County,2020-05-26,568,368,0,0,0
Del Norte County,2020-05-26,20,9,0,0,0
El Dorado County,2020-05-26,26,13,0,0,0
Fresno County,2020-05-26,305,250,28,28,0
Glenn County,2020-05-26,1,1,0,0,0
Humboldt County,2020-05-26,74,46,15,7,0
Imperial County,2020-05-26,132,132,37,10,0
Inyo County,2020-05-26,10,1,0,0,0
Kern County,2020-05-26,1,1,15,15,0
Kings County,2020-05-26,41,40,0,0,0
Lake County,2020-05-26,15,9,0,0,0
Lassen County,2020-05-26,3,3,0,0,0
Los Angeles County,2020-05-26,4233,2801,651,651,0
Madera County ,2020-05-26,17,17,0,0,0
Marin County ,2020-05-26,191,115,44,7,0
Mariposa County,2020-05-26,44,12,0,0,0
Mendocino County,2020-05-26,190,151,0,0,0
Merced County,2020-05-26,112,74,0,0,0
Modoc County,2020-05-26,5,0,0,0,0
Mono County,2020-05-26,5,0,0,0,0
Monterey County,2020-05-26,142,98,108,15,8
Napa County ,2020-05-26,97,49,18,12,0
Nevada County ,2020-05-26,70,10,0,0,0
Orange County,2020-05-26,666,413,78,78,0
Placer County,2020-05-26,73,44,12,12,0
Plumas County,2020-05-26,14,14,0,0,0
Riverside County,2020-05-26,334,334,15,15,0
Sacramento County,2020-05-26,423,385,63,63,0
San Benito County,2020-05-26,67,52,3,3,0
San Bernardino County,2020-05-26,50,37,20,0,20
San Diego County,2020-05-26,1617,286,44,44,0
San Francisco,2020-05-26,2678,1057,91,91,0
San Joaquin County,2020-05-26,76,49,8,8,0
San Luis Obispo County,2020-05-26,155,0,14,14,0
San Mateo County,2020-05-26,167,167,0,0,0
Santa Barbara County,2020-05-26,146,123,0,0,0
Santa Clara County,2020-05-26,689,439,105,105,0
Santa Cruz County,2020-05-26,118,93,35,0,5
Shasta County,2020-05-26,30,27,0,0,0
Sierra County,2020-05-26,0,0,0,0,0
Siskiyou County,2020-05-26,0,0,6,6,0
Solano County,2020-05-26,238,37,0,0,0
Sonoma County,2020-05-26,157,82,0,0,0
Stanislaus County,2020-05-26,122,97,0,0,0
Sutter County,2020-05-26,19,19,5,5,0
Tehama County,2020-05-26,0,0,5,5,0
Trinity County,2020-05-26,10,0,0,0,0
Tulare County,2020-05-26,113,43,0,0,0
Tuolumne County,2020-05-26,50,8,0,0,0
Ventura County,2020-05-26,388,324,0,0,0
Yolo County,2020-05-26,245,220,0,0,0
Yuba County,2020-05-26,33,18,5,5,0
Wilton Rancheria Tribe,2020-05-26,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-26,0,0,5,5,0
Alameda County,2020-05-27,533,437,91,91,0
Alpine County,2020-05-27,0,0,0,0,0
Amador County,2020-05-27,0,0,0,0,0
Butte County,2020-05-27,118,118,0,0,0
Calaveras County,2020-05-27,73,23,0,0,0
Colusa County,2020-05-27,0,0,0,0,0
Contra Costa County,2020-05-27,568,375,0,0,0
Del Norte County,2020-05-27,20,9,0,0,0
El Dorado County,2020-05-27,26,13,0,0,0
Fresno County,2020-05-27,305,250,28,28,0
Glenn County,2020-05-27,1,1,0,0,0
Humboldt County,2020-05-27,74,43,15,7,0
Imperial County,2020-05-27,132,132,37,10,0
Inyo County,2020-05-27,10,1,0,0,0
Kern County,2020-05-27,1,1,15,15,0
Kings County,2020-05-27,41,40,0,0,0
Lake County,2020-05-27,15,9,0,0,0
Lassen County,2020-05-27,2,2,0,0,0
Los Angeles County,2020-05-27,4233,2867,651,651,0
Madera County ,2020-05-27,17,17,0,0,0
Marin County ,2020-05-27,189,109,44,7,0
Mariposa County,2020-05-27,44,12,0,0,0
Mendocino County,2020-05-27,191,153,0,0,0
Merced County,2020-05-27,112,74,0,0,0
Modoc County,2020-05-27,5,0,0,0,0
Mono County,2020-05-27,5,0,0,0,0
Monterey County,2020-05-27,142,98,108,15,8
Napa County ,2020-05-27,97,49,18,12,0
Nevada County ,2020-05-27,70,10,0,0,0
Orange County,2020-05-27,666,433,78,78,0
Placer County,2020-05-27,73,40,12,12,0
Plumas County,2020-05-27,14,14,0,0,0
Riverside County,2020-05-27,330,330,15,15,0
Sacramento County,2020-05-27,423,371,63,63,0
San Benito County,2020-05-27,67,64,3,3,0
San Bernardino County,2020-05-27,50,37,20,0,20
San Diego County,2020-05-27,1617,275,44,44,0
San Francisco,2020-05-27,2678,1070,91,91,0
San Joaquin County,2020-05-27,76,50,8,8,0
San Luis Obispo County,2020-05-27,155,0,14,14,0
San Mateo County,2020-05-27,166,166,0,0,0
Santa Barbara County,2020-05-27,145,123,0,0,0
Santa Clara County,2020-05-27,689,447,105,105,0
Santa Cruz County,2020-05-27,118,99,35,0,5
Shasta County,2020-05-27,30,28,0,0,0
Sierra County,2020-05-27,0,0,0,0,0
Siskiyou County,2020-05-27,0,0,6,6,0
Solano County,2020-05-27,238,44,0,0,0
Sonoma County,2020-05-27,157,82,0,0,0
Stanislaus County,2020-05-27,122,97,0,0,0
Sutter County,2020-05-27,19,19,5,5,0
Tehama County,2020-05-27,0,0,5,5,0
Trinity County,2020-05-27,10,0,0,0,0
Tulare County,2020-05-27,113,47,0,0,0
Tuolumne County,2020-05-27,50,8,0,0,0
Ventura County,2020-05-27,388,320,0,0,0
Yolo County,2020-05-27,245,219,0,0,0
Yuba County,2020-05-27,22,18,5,5,0
Wilton Rancheria Tribe,2020-05-27,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-27,0,0,5,5,0
Alameda County,2020-05-28,533,430,91,91,0
Alpine County,2020-05-28,0,0,0,0,0
Amador County,2020-05-28,0,0,0,0,0
Butte County,2020-05-28,118,118,0,0,0
Calaveras County,2020-05-28,73,23,0,0,0
Colusa County,2020-05-28,0,0,0,0,0
Contra Costa County,2020-05-28,568,391,0,0,0
Del Norte County,2020-05-28,20,11,0,0,0
El Dorado County,2020-05-28,26,13,0,0,0
Fresno County,2020-05-28,305,250,28,28,0
Glenn County,2020-05-28,1,1,0,0,0
Humboldt County,2020-05-28,74,44,15,7,0
Imperial County,2020-05-28,132,132,37,10,0
Inyo County,2020-05-28,10,1,0,0,0
Kern County,2020-05-28,1,1,15,15,0
Kings County,2020-05-28,41,40,0,0,0
Lake County,2020-05-28,15,9,0,0,0
Lassen County,2020-05-28,3,3,0,0,0
